[2025-03-20 12:12:15,039] [INFO] Node started: localhost:30014 | index= 15 | f=1, k=4
[2025-03-20 12:12:26,935] [INFO] Phase: PRE-PREPARE | Receiver: 30014 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16781368 bit
[2025-03-20 12:12:26,935] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30014 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:12:27,097] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,109] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30014 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:12:27,205] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,236] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30027 | Distance:   65.59 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:12:27,361] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30013 | Distance:  102.55 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:12:27,902] [INFO] Phase: COMMIT | Receiver: 30014 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,042] [INFO] Phase: COMMIT | Receiver: 30014 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,062] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30014 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:12:28,361] [INFO] Phase: COMMIT | Receiver: 30014 | Sender: 30027 | Distance:   65.59 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:12:28,472] [INFO] Phase: COMMIT | Receiver: 30014 | Sender: 30013 | Distance:  102.55 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:12:28,658] [INFO] Phase: COMMIT | Receiver: 30014 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:12:28,720] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30035 | Distance:  166.51 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:12:28,774] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30010 | Distance:  129.84 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:12:28,795] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30031 | Distance:   36.56 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:12:28,837] [INFO] Phase: PREPARE | Receiver: 30014 | Sender: 30023 | Distance:  113.85 m | Delay: 0.6991s | Size: 16779000 bit
