[2025-03-20 12:12:17,634] [INFO] Node started: localhost:30027 | index= 28 | f=1, k=4
[2025-03-20 12:12:26,758] [INFO] Phase: PRE-PREPARE | Receiver: 30027 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16781368 bit
[2025-03-20 12:12:26,760] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30027 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:12:27,141] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,157] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30027 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:12:27,293] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30013 | Distance:  102.55 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:12:27,331] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:27,381] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30014 | Distance:   66.23 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,006] [INFO] Phase: COMMIT | Receiver: 30027 | Sender: 30014 | Distance:   66.23 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:12:28,117] [INFO] Phase: COMMIT | Receiver: 30027 | Sender: 30013 | Distance:  102.55 m | Delay: 0.6991s | Size: 16779000 bit
[2025-03-20 12:12:28,134] [INFO] Phase: PRE-REPLY | Receiver: 30029 | Sender: 30027 | Distance:  102.55 m | Delay: 0.6991s | Size: 16778160 bit
[2025-03-20 12:12:28,211] [INFO] Phase: COMMIT | Receiver: 30027 | Sender: 30016 | Distance:   74.94 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,269] [INFO] Phase: COMMIT | Receiver: 30027 | Sender: 30030 | Distance:   74.04 m | Delay: 0.4661s | Size: 16778976 bit
[2025-03-20 12:12:28,352] [INFO] Phase: COMMIT | Receiver: 30027 | Sender: 30001 | Distance:   68.51 m | Delay: 0.4661s | Size: 16778984 bit
[2025-03-20 12:12:28,545] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30035 | Distance:  166.51 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:12:28,585] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30031 | Distance:   36.56 m | Delay: 0.3107s | Size: 16779000 bit
[2025-03-20 12:12:28,612] [INFO] Phase: PREPARE | Receiver: 30027 | Sender: 30023 | Distance:  113.85 m | Delay: 0.6991s | Size: 16779000 bit
