[2025-03-20 12:06:10,756] [INFO] Random node started: localhost:30025 | index= 26 | f=1, k=4
[2025-03-20 12:06:19,051] [INFO] Phase: PRE-PREPARE | Receiver: 30025 | Sender: 30038 | Distance:  115.42 m | Delay: 0.6992s | Size: 16781208 bit
[2025-03-20 12:06:19,061] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30025 | Distance:  115.42 m | Delay: 0.6992s | Size: 16778312 bit
[2025-03-20 12:06:19,495] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30000 | Distance:   89.56 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:19,511] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30025 | Distance:   89.56 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:19,543] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30031 | Distance:  124.72 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,015] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30028 | Distance:  113.17 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,110] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30013 | Distance:  171.18 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,175] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30001 | Distance:  166.78 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,270] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30029 | Distance:  159.06 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,327] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30006 | Distance:  105.58 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,478] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30031 | Distance:  124.72 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,512] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30028 | Distance:  113.17 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,523] [INFO] Phase: PRE-REPLY | Receiver: 30009 | Sender: 30025 | Distance:  113.17 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:20,589] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30000 | Distance:   89.56 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,624] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30038 | Distance:  115.42 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,661] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30013 | Distance:  171.18 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,728] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30006 | Distance:  105.58 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,750] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30001 | Distance:  166.78 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,769] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30029 | Distance:  159.06 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:24,083] [INFO] Phase: PRE-PREPARE | Receiver: 30025 | Sender: 30038 | Distance:  115.42 m | Delay: 0.6992s | Size: 16781208 bit
[2025-03-20 12:06:24,091] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30025 | Distance:  115.42 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:24,705] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30031 | Distance:  124.72 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:24,725] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30025 | Distance:  124.72 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:24,759] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30013 | Distance:  171.18 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:24,810] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30000 | Distance:   89.56 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:24,842] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30001 | Distance:  166.78 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:24,879] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30028 | Distance:  113.17 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:24,928] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30029 | Distance:  159.06 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:24,964] [INFO] Phase: PREPARE | Receiver: 30025 | Sender: 30006 | Distance:  105.58 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,643] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30001 | Distance:  166.78 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:25,666] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30013 | Distance:  171.18 m | Delay: 0.9322s | Size: 16779136 bit
[2025-03-20 12:06:25,674] [INFO] Phase: PRE-REPLY | Receiver: 30009 | Sender: 30025 | Distance:  171.18 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:25,711] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30028 | Distance:  113.17 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,725] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30029 | Distance:  159.06 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,739] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30006 | Distance:  105.58 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,741] [INFO] Phase: COMMIT | Receiver: 30025 | Sender: 30038 | Distance:  115.42 m | Delay: 0.6991s | Size: 16779144 bit
