[2025-03-20 12:06:12,378] [INFO] Random node started: localhost:30033 | index= 34 | f=1, k=4
[2025-03-20 12:06:19,061] [INFO] Phase: PRE-PREPARE | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9323s | Size: 16781224 bit
[2025-03-20 12:06:19,072] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  185.40 m | Delay: 0.9323s | Size: 16778312 bit
[2025-03-20 12:06:19,445] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:19,455] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:   70.07 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:19,808] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:19,949] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,104] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:20,132] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,194] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,262] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779136 bit
[2025-03-20 12:06:20,396] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,460] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779144 bit
[2025-03-20 12:06:20,475] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30033 | Distance:  162.79 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:20,565] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,616] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,720] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,744] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,764] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,787] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:24,081] [INFO] Phase: PRE-PREPARE | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9323s | Size: 16781224 bit
[2025-03-20 12:06:24,089] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  185.40 m | Delay: 0.9323s | Size: 16778312 bit
[2025-03-20 12:06:24,674] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:24,683] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:   55.55 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:24,731] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779136 bit
[2025-03-20 12:06:25,198] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,261] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:25,308] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,366] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,407] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,703] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:25,719] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:25,729] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30033 | Distance:  137.53 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:25,757] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,773] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,803] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:25,811] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,820] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,836] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779160 bit
[2025-03-20 12:06:29,055] [INFO] Phase: PRE-PREPARE | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9323s | Size: 16781224 bit
[2025-03-20 12:06:29,065] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  185.40 m | Delay: 0.9323s | Size: 16778320 bit
[2025-03-20 12:06:29,706] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:29,718] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  137.53 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:29,767] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:29,808] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:29,845] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:29,902] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:29,937] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:29,997] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:30,654] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30032 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:30,670] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30034 | Distance:  163.48 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:30,686] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30033 | Distance:  163.48 m | Delay: 0.9322s | Size: 16778312 bit
[2025-03-20 12:06:30,718] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30017 | Distance:   84.01 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:30,734] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30003 | Distance:   55.55 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:30,750] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30018 | Distance:   17.30 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:30,766] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30019 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:30,766] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30008 | Distance:  137.53 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:30,791] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30012 | Distance:  185.40 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:16:47,104] [INFO] Node started: localhost:30033 | index= 34 | f=1, k=4
[2025-03-20 12:16:58,360] [INFO] Phase: PRE-PREPARE | Receiver: 30033 | Sender: 30008 | Distance:  138.94 m | Delay: 0.6992s | Size: 16781064 bit
[2025-03-20 12:16:58,364] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  138.94 m | Delay: 0.6992s | Size: 16778160 bit
[2025-03-20 12:16:58,881] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30020 | Distance:  157.44 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:16:58,892] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  157.44 m | Delay: 0.9322s | Size: 16778160 bit
[2025-03-20 12:16:58,960] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30016 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:16:59,147] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30022 | Distance:  169.84 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:16:59,169] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30029 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:16:59,459] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30025 | Distance:  184.32 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:16:59,482] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30039 | Distance:  197.88 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:16:59,525] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30022 | Distance:  169.84 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:16:59,599] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30016 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:16:59,610] [INFO] Phase: PRE-REPLY | Receiver: 30034 | Sender: 30033 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778152 bit
[2025-03-20 12:16:59,731] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30007 | Distance:  139.99 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:16:59,779] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30029 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:16:59,798] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30039 | Distance:  197.88 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:16:59,832] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30025 | Distance:  184.32 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:16:59,941] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30008 | Distance:  138.94 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:16:59,983] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30007 | Distance:  139.99 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:17:00,022] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30020 | Distance:  157.44 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:17:07,138] [INFO] Phase: PRE-PREPARE | Receiver: 30033 | Sender: 30008 | Distance:  138.94 m | Delay: 0.6992s | Size: 16781064 bit
[2025-03-20 12:17:07,138] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:  138.94 m | Delay: 0.6992s | Size: 16778160 bit
[2025-03-20 12:17:07,661] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30016 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:17:07,665] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30033 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:17:07,754] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30020 | Distance:  157.44 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:17:07,898] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30022 | Distance:  169.84 m | Delay: 0.9322s | Size: 16778984 bit
[2025-03-20 12:17:07,936] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30029 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:17:08,168] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30025 | Distance:  184.32 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:17:08,244] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30039 | Distance:  197.88 m | Delay: 0.9322s | Size: 16779000 bit
[2025-03-20 12:17:08,287] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30022 | Distance:  169.84 m | Delay: 0.9322s | Size: 16778992 bit
[2025-03-20 12:17:08,325] [INFO] Phase: PREPARE | Receiver: 30033 | Sender: 30007 | Distance:  139.99 m | Delay: 0.6991s | Size: 16778992 bit
[2025-03-20 12:17:08,368] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30016 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
[2025-03-20 12:17:08,378] [INFO] Phase: PRE-REPLY | Receiver: 30034 | Sender: 30033 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778160 bit
[2025-03-20 12:17:08,493] [INFO] Phase: COMMIT | Receiver: 30033 | Sender: 30029 | Distance:   85.46 m | Delay: 0.4661s | Size: 16778992 bit
