[2025-03-20 12:06:09,764] [INFO] Random node started: localhost:30020 | index= 21 | f=1, k=4
[2025-03-20 12:06:19,039] [INFO] Phase: PRE-PREPARE | Receiver: 30020 | Sender: 30027 | Distance:  129.20 m | Delay: 0.6992s | Size: 16781216 bit
[2025-03-20 12:06:19,049] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30020 | Distance:  129.20 m | Delay: 0.6992s | Size: 16778320 bit
[2025-03-20 12:06:19,366] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30014 | Distance:  129.87 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:19,389] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30020 | Distance:  129.87 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:19,934] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30005 | Distance:   71.34 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:19,987] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30007 | Distance:  162.31 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,024] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30035 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,086] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30002 | Distance:   89.19 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,162] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30024 | Distance:  156.32 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,205] [INFO] Phase: PREPARE | Receiver: 30020 | Sender: 30022 | Distance:  111.87 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,323] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30014 | Distance:  129.87 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,395] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30027 | Distance:  129.20 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,411] [INFO] Phase: PRE-REPLY | Receiver: 30016 | Sender: 30020 | Distance:  129.20 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:20,555] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30035 | Distance:  120.38 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,632] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30007 | Distance:  162.31 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,668] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30002 | Distance:   89.19 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,702] [INFO] Phase: COMMIT | Receiver: 30020 | Sender: 30024 | Distance:  156.32 m | Delay: 0.9322s | Size: 16779152 bit
