[2025-03-20 12:06:09,569] [INFO] Random node started: localhost:30019 | index= 20 | f=1, k=4
[2025-03-20 12:06:19,055] [INFO] Phase: PRE-PREPARE | Receiver: 30019 | Sender: 30012 | Distance:  162.42 m | Delay: 0.9323s | Size: 16781216 bit
[2025-03-20 12:06:19,065] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:  162.42 m | Delay: 0.9323s | Size: 16778320 bit
[2025-03-20 12:06:19,413] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30032 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:19,426] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:  189.82 m | Delay: 0.9322s | Size: 16778320 bit
[2025-03-20 12:06:19,931] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30033 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:20,203] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30008 | Distance:  103.71 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,307] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30018 | Distance:   84.66 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,342] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30034 | Distance:  205.35 m | Delay: 1.3983s | Size: 16779152 bit
[2025-03-20 12:06:20,378] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30003 | Distance:   44.36 m | Delay: 0.3107s | Size: 16779144 bit
[2025-03-20 12:06:20,416] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30017 | Distance:  142.11 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,462] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30012 | Distance:  162.42 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,519] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30008 | Distance:  103.71 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,535] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30019 | Distance:  103.71 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:20,616] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30033 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:20,644] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30032 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779144 bit
[2025-03-20 12:06:20,738] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30003 | Distance:   44.36 m | Delay: 0.3107s | Size: 16779144 bit
[2025-03-20 12:06:20,769] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30034 | Distance:  205.35 m | Delay: 1.3983s | Size: 16779160 bit
[2025-03-20 12:06:20,789] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30017 | Distance:  142.11 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,802] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30018 | Distance:   84.66 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:24,079] [INFO] Phase: PRE-PREPARE | Receiver: 30019 | Sender: 30012 | Distance:  162.42 m | Delay: 0.9323s | Size: 16781216 bit
[2025-03-20 12:06:24,091] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:  162.42 m | Delay: 0.9323s | Size: 16778320 bit
[2025-03-20 12:06:24,608] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30017 | Distance:  142.11 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:24,624] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:  142.11 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:24,658] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30034 | Distance:  205.35 m | Delay: 1.3983s | Size: 16779160 bit
[2025-03-20 12:06:24,689] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30008 | Distance:  103.71 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:24,721] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30018 | Distance:   84.66 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:24,751] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30033 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:24,786] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30032 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:24,820] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30003 | Distance:   44.36 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:25,372] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30017 | Distance:  142.11 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:25,411] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30018 | Distance:   84.66 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:25,425] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30019 | Distance:   84.66 m | Delay: 0.4661s | Size: 16778320 bit
[2025-03-20 12:06:25,506] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30034 | Distance:  205.35 m | Delay: 1.3983s | Size: 16779152 bit
[2025-03-20 12:06:25,542] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30003 | Distance:   44.36 m | Delay: 0.3107s | Size: 16779152 bit
[2025-03-20 12:06:25,575] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30012 | Distance:  162.42 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:25,611] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30032 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:25,645] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30008 | Distance:  103.71 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:25,678] [INFO] Phase: COMMIT | Receiver: 30019 | Sender: 30033 | Distance:   70.07 m | Delay: 0.4661s | Size: 16779152 bit
[2025-03-20 12:06:29,053] [INFO] Phase: PRE-PREPARE | Receiver: 30019 | Sender: 30012 | Distance:  162.42 m | Delay: 0.9323s | Size: 16781216 bit
[2025-03-20 12:06:29,065] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:  162.42 m | Delay: 0.9323s | Size: 16778320 bit
[2025-03-20 12:06:29,516] [INFO] Phase: PREPARE | Receiver: 30019 | Sender: 30018 | Distance:   84.66 m | Delay: 0.4661s | Size: 16779144 bit
[2025-03-20 12:06:29,532] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30019 | Distance:   84.66 m | Delay: 0.4661s | Size: 16778320 bit
