[2025-03-20 12:06:12,173] [INFO] Random node started: localhost:30032 | index= 33 | f=1, k=4
[2025-03-20 12:06:19,061] [INFO] Phase: PRE-PREPARE | Receiver: 30032 | Sender: 30012 | Distance:  126.71 m | Delay: 0.6992s | Size: 16781224 bit
[2025-03-20 12:06:19,072] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30032 | Distance:  126.71 m | Delay: 0.6992s | Size: 16778312 bit
[2025-03-20 12:06:19,439] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30019 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:19,450] [INFO] Phase: COMMIT-BROADCAST | Receiver: ALL | Sender: 30032 | Distance:  189.82 m | Delay: 0.9322s | Size: 16778304 bit
[2025-03-20 12:06:19,815] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30033 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:19,870] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30008 | Distance:  143.64 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,168] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30003 | Distance:  153.66 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,209] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30034 | Distance:  108.89 m | Delay: 0.6991s | Size: 16779152 bit
[2025-03-20 12:06:20,297] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30017 | Distance:  170.12 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,345] [INFO] Phase: PREPARE | Receiver: 30032 | Sender: 30018 | Distance:  152.55 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,438] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30012 | Distance:  126.71 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,521] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30008 | Distance:  143.64 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,543] [INFO] Phase: PRE-REPLY | Receiver: 30023 | Sender: 30032 | Distance:  143.64 m | Delay: 0.6991s | Size: 16778320 bit
[2025-03-20 12:06:20,624] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30033 | Distance:  162.79 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,664] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30019 | Distance:  189.82 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,755] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30034 | Distance:  108.89 m | Delay: 0.6991s | Size: 16779160 bit
[2025-03-20 12:06:20,782] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30003 | Distance:  153.66 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:20,795] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30017 | Distance:  170.12 m | Delay: 0.9322s | Size: 16779160 bit
[2025-03-20 12:06:20,809] [INFO] Phase: COMMIT | Receiver: 30032 | Sender: 30018 | Distance:  152.55 m | Delay: 0.9322s | Size: 16779152 bit
[2025-03-20 12:06:24,074] [INFO] Phase: PRE-PREPARE | Receiver: 30032 | Sender: 30012 | Distance:  126.71 m | Delay: 0.6992s | Size: 16781224 bit
[2025-03-20 12:06:24,085] [INFO] Phase: PREPARE-BROADCAST | Receiver: ALL | Sender: 30032 | Distance:  126.71 m | Delay: 0.6992s | Size: 16778320 bit
